Index;SongName;Artist;Genre;Popularity;Danceability;Energy;Valence;Var9;Var10
214;MI FAI IMPAZZIRE;BLANCO, Sfera Ebbasta;['italian hip hop', 'italian pop'];83;0.477;0.844;0.203;1;0
215;Ride It;Regard;['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house'];84;0.88;0.751;0.884;2;0
217;Shot in the Dark;John Mayer;['neo mellow', 'pop rock', 'singer-songwriter'];76;0.741;0.556;0.587;2;0
218;Wrecked;Imagine Dragons;['modern rock', 'pop', 'rock'];83;0.626;0.56;0.229;1;0
219;Bipolar;Mc Davi, Mc Pedrinho, Mc Don Juan;['funk carioca', 'funk ostentacao', 'funk paulista'];84;0.601;0.36;0.335;1;0
220;His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna);Internet Money;['pop rap', 'rap', 'trap'];84;0.792;0.707;0.408;1;0
221;Follow You;Imagine Dragons;['modern rock', 'pop', 'rock'];84;0.542;0.732;0.489;1;0
222;We're Good;Dua Lipa;['dance pop', 'pop', 'uk pop'];83;0.722;0.588;0.59;2;0
223;Life Goes On;BTS;['k-pop', 'k-pop boy group'];84;0.566;0.716;0.45;1;0
224;911;Sech;['latin', 'panamanian pop', 'reggaeton', 'trap latino'];89;0.816;0.71;0.784;2;0
225;Baila Conmigo (with Rauw Alejandro);Selena Gomez;['dance pop', 'pop', 'post-teen pop'];84;0.823;0.544;0.664;2;0
226;The Jackie (with J. Cole & Lil Tjay);Bas;['hip hop', 'pop rap', 'queens hip hop', 'rap', 'sudanese pop', 'underground hip hop'];76;0.784;0.474;0.64;2;0
227;hope ur ok;Olivia Rodrigo;['pop'];84;0.443;0.298;0.172;1;0
228;Faz Amor Comigo Só Hoje - Ao Vivo;Israel & Rodolffo, Wesley Safadão;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];82;0.624;0.922;0.884;2;0
229;Alcohol-Free;TWICE;['k-pop', 'k-pop girl group'];82;0.688;0.909;0.702;2;0
230;WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix;BIA;['escape room', 'r&b', 'rap latina', 'trap queen'];80;0.893;0.463;0.591;2;0
232;Me Fije;Alex Rose, Rauw Alejandro;['latin', 'reggaeton', 'reggaeton flow', 'trap latino'];83;0.76;0.674;0.735;2;0
233;Volta Bebê, Volta Neném;Dj Guuga, DJ Ivis;['funk carioca', 'funk paulista', 'rave funk'];79;0.583;0.918;0.836;2;0
234;Aloha;Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell;['latin', 'reggaeton', 'reggaeton colombiano'];84;0.807;0.712;0.792;2;0
235;Sexo Virtual;Rauw Alejandro;['puerto rican pop', 'trap latino'];82;0.704;0.739;0.425;1;0
236;Closer;The Chainsmokers, Halsey;['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house'];84;0.748;0.524;0.661;2;0
237;Wonderwall - Remastered;Oasis;['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock'];78;0.375;0.893;0.434;1;0
238;Wasting Time ( feat. Drake );Brent Faiyaz;['dmv rap', 'pop', 'r&b', 'rap'];78;0.652;0.717;0.377;1;0
239;I Don't Do Drugs (feat. Ariana Grande);Doja Cat;['dance pop', 'pop'];80;0.683;0.615;0.45;1;0
240;Renegade (feat. Taylor Swift);Big Red Machine;['eau claire indie', 'folktronica'];77;0.532;0.708;0.586;2;0
241;JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams);Tyler, The Creator;['hip hop', 'rap'];80;0.827;0.571;0.62;2;0
242;All Eyes On Me;Bo Burnham;['comic'];81;0.352;0.424;0.141;1;0
243;EVERY CHANCE I GET (feat. Lil Baby & Lil Durk);DJ Khaled;['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'];83;0.477;0.727;0.227;1;0
245;Solar Power;Lorde;['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'post-teen pop'];81;0.735;0.47;0.897;2;0
246;Your Power;Billie Eilish;['electropop', 'pop'];81;0.632;0.284;0.208;1;0
247;Lieben wir;Shirin David;['frauenrap', 'german hip hop', 'german pop'];77;0.871;0.669;0.806;2;0
248;Whoopty;CJ;['nyc rap'];81;0.719;0.648;0.66;2;0
249;Batom de Cereja - Ao Vivo;Israel & Rodolffo;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];83;0.606;0.908;0.798;2;0
250;Prisoner (feat. Dua Lipa);Miley Cyrus;['dance pop', 'pop', 'post-teen pop'];79;0.781;0.67;0.595;2;0
251;Stereo Hearts (feat. Adam Levine);Gym Class Heroes;['dance pop', 'pop rap'];82;0.646;0.795;0.796;2;0
252;Reloj;Rauw Alejandro, Anuel AA;['puerto rican pop', 'trap latino'];79;0.823;0.537;0.615;2;0
254;Eladio Carrion: Bzrp Music Sessions, Vol. 40;Bizarrap, Eladio Carrion;['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino'];81;0.783;0.524;0.839;2;0
255;Do I Wanna Know?;Arctic Monkeys;['garage rock', 'permanent wave', 'rock', 'sheffield indie'];84;0.548;0.532;0.405;1;0
257;LEMONHEAD (feat. 42 Dugg);Tyler, The Creator;['hip hop', 'rap'];78;0.62;0.586;0.487;1;0
258;HOT WIND BLOWS (feat. Lil Wayne);Tyler, The Creator;['hip hop', 'rap'];77;0.371;0.75;0.729;2;0
259;CORSO;Tyler, The Creator;['hip hop', 'rap'];77;0.703;0.845;0.745;2;0
260;SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues);Tyler, The Creator;['hip hop', 'rap'];79;0.468;0.652;0.39;1;0
261;SIR BAUDELAIRE (feat. DJ Drama);Tyler, The Creator;['hip hop', 'rap'];75;0.467;0.635;0.51;1;0
262;MASSA;Tyler, The Creator;['hip hop', 'rap'];74;0.685;0.855;0.46;2;0
263;RUNITUP (feat. Teezo Touchdown);Tyler, The Creator;['hip hop', 'rap'];75;0.665;0.469;0.142;1;0
264;MANIFESTO (feat. Domo Genesis);Tyler, The Creator;['hip hop', 'rap'];73;0.454;0.866;0.518;2;0
265;Get Into It (Yuh);Doja Cat;['dance pop', 'pop'];80;0.912;0.655;0.793;2;0
266;WILSHIRE;Tyler, The Creator;['hip hop', 'rap'];73;0.555;0.712;0.555;2;0
267;RISE! (feat. DAISY WORLD);Tyler, The Creator;['hip hop', 'rap'];73;0.766;0.814;0.481;2;0
268;Naked;Doja Cat;['dance pop', 'pop'];75;0.733;0.862;0.536;2;0
269;Having Our Way (feat. Drake);Migos;['atl hip hop', 'pop rap', 'rap', 'trap'];79;0.927;0.538;0.221;1;0
270;Payday (feat. Young Thug);Doja Cat;['dance pop', 'pop'];73;0.619;0.707;0.558;2;0
271;Been Like This;Doja Cat;['dance pop', 'pop'];74;0.678;0.531;0.176;1;0
273;UN DIA (ONE DAY) (Feat. Tainy);J Balvin, Dua Lipa, Bad Bunny;['latin', 'reggaeton', 'reggaeton colombiano'];83;0.571;0.693;0.393;1;0
275;Poblado;Crissin, Totoy El Frio, Natan & Shander;['latin', 'reggaeton', 'reggaeton colombiano'];89;0.813;0.809;0.646;2;0
276;Hecha Pa' Mi;Boza;['reggaeton'];83;0.725;0.756;0.828;2;0
277;working;Tate McRae, Khalid;['alt z', 'dance pop', 'pop', 'post-teen pop'];80;0.783;0.435;0.512;1;0
278;Petrouchka (feat. PLK);Soso Maness;['francoton', 'french hip hop', 'pop urbaine', 'rap francais', 'rap marseille'];79;0.624;0.802;0.818;2;0
279;p r i d e . i s . t h e . d e v i l (with Lil Baby);J. Cole;['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap'];82;0.861;0.656;0.331;1;0
280;m y . l i f e (with 21 Savage & Morray);J. Cole;['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap'];82;0.597;0.587;0.753;2;0
281;Jocelyn Flores;XXXTENTACION;['emo rap', 'miami hip hop'];84;0.872;0.391;0.437;1;0
283;The Box;Roddy Ricch;['melodic rap', 'rap', 'trap'];84;0.896;0.586;0.642;2;0
285;Can't Hold Us - feat. Ray Dalton;Macklemore & Ryan Lewis;['modern rock', 'pop rap', 'seattle hip hop'];83;0.641;0.922;0.847;2;0
287;my ex's best friend (with blackbear);Machine Gun Kelly;['ohio hip hop', 'pop rap'];83;0.731;0.675;0.298;1;0
288;Just the Way You Are;Bruno Mars;['dance pop', 'pop', 'post-teen pop'];80;0.637;0.843;0.434;1;0
289;HIGHEST IN THE ROOM;Travis Scott;['rap', 'slap house'];84;0.598;0.427;0.605;2;0
290;Break My Heart;Dua Lipa;['dance pop', 'pop', 'uk pop'];80;0.73;0.729;0.467;1;0
291;Laugh Now Cry Later (feat. Lil Durk);Drake;['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap'];83;0.761;0.518;0.522;1;0
293;Ella No Es Tuya - Remix;Rochy RD, Myke Towers, Nicki Nicole;['dembow', 'dominican pop', 'rap dominicano', 'trap latino'];82;0.585;0.611;0.962;2;0
294;In the End;Linkin Park;['alternative metal', 'nu metal', 'post-grunge', 'rap metal'];83;0.556;0.864;0.4;1;0
295;No Role Modelz;J. Cole;['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap'];84;0.692;0.521;0.463;1;0
296;SICKO MODE;Travis Scott;['rap', 'slap house'];84;0.834;0.73;0.446;1;0
297;Something Just Like This;The Chainsmokers, Coldplay;['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house'];82;0.617;0.635;0.446;1;0
298;You;Regard, Troye Sivan, Tate McRae;['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house'];83;0.691;0.695;0.514;2;0
299;Straightenin;Migos;['atl hip hop', 'pop rap', 'rap', 'trap'];77;0.847;0.629;0.109;1;0
300;GANG GANG (with Lil Wayne);Polo G;['chicago rap'];78;0.752;0.563;0.551;1;0
302;Lost;Maroon 5;['pop', 'pop rock'];79;0.766;0.706;0.766;2;0
303;Avalanche;Migos;['atl hip hop', 'pop rap', 'rap', 'trap'];71;0.917;0.623;0.687;2;0
304;My Head & My Heart;Ava Max;['dance pop', 'pop'];83;0.614;0.934;0.436;2;0
305;Malibu (feat. Polo G);Migos;['atl hip hop', 'pop rap', 'rap', 'trap'];72;0.831;0.719;0.859;2;0
306;GIRL LIKE ME;Black Eyed Peas, Shakira;['dance pop', 'pop', 'pop rap'];82;0.965;0.485;0.312;1;0
307;Clueless (with Pop Smoke & Fivio Foreign);Polo G;['chicago rap'];74;0.734;0.712;0.674;2;0
308;Modern Day;Migos;['atl hip hop', 'pop rap', 'rap', 'trap'];78;0.87;0.629;0.512;1;0
310;TE MUDASTE;Bad Bunny;['latin', 'reggaeton', 'trap latino'];82;0.811;0.637;0.471;1;0
311;Tipo Gin - Ao Vivo;MC Kevin o Chris;['funk 150 bpm', 'funk carioca'];81;0.75;0.668;0.786;2;0
313;SUN GOES DOWN;Lil Nas X;['lgbtq+ hip hop', 'pop rap'];80;0.551;0.636;0.148;1;0
314;Painting Pictures;Polo G;['chicago rap'];72;0.522;0.466;0.459;1;0
315;Rain On Me (with Ariana Grande);Lady Gaga;['dance pop', 'pop', 'post-teen pop'];79;0.672;0.855;0.646;2;0
316;Hats Off (feat. Travis Scott);Lil Baby, Lil Durk;['atl hip hop', 'atl trap', 'rap', 'trap'];81;0.596;0.65;0.188;1;0
317;Last Train Home;John Mayer;['neo mellow', 'pop rock', 'singer-songwriter'];75;0.591;0.831;0.678;2;0
318;Voice of the Heroes;Lil Baby, Lil Durk;['atl hip hop', 'atl trap', 'rap', 'trap'];81;0.596;0.65;0.188;1;0
319;0X1=LOVESONG (I Know I Love you);TOMORROW X TOGETHER, Seori;['k-pop', 'k-pop boy group'];81;0.584;0.836;0.484;2;0
320;a m a r i;J. Cole;['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap'];79;0.725;0.713;0.207;1;0
321;NEVER LEFT;Lil Tecca;['melodic rap', 'rap', 'trap'];82;0.807;0.659;0.438;1;0
322;Solid (feat. Drake);Young Stoner Life, Young Thug, Gunna;['rap', 'trap'];82;0.887;0.485;0.328;1;0
323;La Nota;Manuel Turizo, Rauw Alejandro, Myke Towers;['colombian pop', 'latin', 'reggaeton', 'reggaeton colombiano', 'trap latino'];79;0.736;0.632;0.503;1;0
324;Golden;Harry Styles;['pop', 'post-teen pop'];83;0.448;0.838;0.254;1;0
325;CORALINE;Måneskin;['indie rock italiano', 'italian pop'];81;0.363;0.678;0.321;1;0
327;Slumber Party (feat. Princess Nokia);Ashnikko;['electropop', 'escape room', 'pop'];82;0.964;0.398;0.563;1;0
328;Killer (feat. Jack Harlow & Cordae) - Remix;Eminem;['detroit hip hop', 'hip hop', 'rap'];76;0.924;0.73;0.848;2;0
329;Liberdade (Quando o Grave Bate Forte);Alok, Mc Don Juan, Dj GBR;['electro house', 'pop nacional', 'slap house'];80;0.81;0.789;0.432;1;0
330;All Girls Are The Same;Juice WRLD;['chicago rap', 'melodic rap'];83;0.671;0.529;0.203;1;0
331;734;Juice WRLD;['chicago rap', 'melodic rap'];75;0.663;0.545;0.344;1;0
332;Boy With Luv (feat. Halsey);BTS;['k-pop', 'k-pop boy group'];82;0.645;0.862;0.798;2;0
334;Godzilla (feat. Juice WRLD);Eminem;['detroit hip hop', 'hip hop', 'rap'];83;0.808;0.745;0.829;2;0
335;Blueberry Faygo;Lil Mosey;['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap'];79;0.774;0.554;0.349;1;0
336;Somebody That I Used To Know;Gotye, Kimbra;['australian pop'];76;0.864;0.495;0.72;2;0
337;Holy (feat. Chance The Rapper);Justin Bieber;['canadian pop', 'pop', 'post-teen pop'];81;0.673;0.704;0.372;1;0
338;Vida Louca;Mc Poze do Rodo, Neo Beats, Mainstreet;['funk carioca', 'funk ostentacao'];82;0.852;0.62;0.744;2;0
339;i n t e r l u d e;J. Cole;['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap'];76;0.77;0.574;0.104;1;0
340;Butter (Instrumental);BTS;['k-pop', 'k-pop boy group'];70;0.429;0.387;0.41;1;0
341;Film out;BTS;['k-pop', 'k-pop boy group'];81;0.499;0.709;0.314;1;0
342;Voilà;Barbara Pravi;['eurovision', 'nouvelle chanson francaise'];72;0.447;0.337;0.603;1;0
343;Shy Away;Twenty One Pilots;['modern rock', 'rock'];77;0.588;0.856;0.635;2;0
344;Saturday;Twenty One Pilots;['modern rock', 'rock'];75;0.687;0.89;0.854;2;0
345;9 5 . s o u t h;J. Cole;['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap'];75;0.713;0.793;0.203;1;0
346;Seeing Green (with Drake & Lil Wayne);Nicki Minaj;['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop'];77;0.573;0.867;0.231;1;0
347;Dark Side;Blind Channel;['eurovision', 'oulu metal', 'trancecore'];72;0.571;0.955;0.437;2;0
348;SHUM;Go_A;['eurovision'];75;0.527;0.737;0.499;2;0
349;In the morning;ITZY;['k-pop girl group'];79;0.847;0.814;0.711;2;0
350;l e t . g o . m y . h a n d (with Bas & 6LACK);J. Cole;['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap'];73;0.583;0.625;0.516;1;0
351;What’s Next;Drake;['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap'];81;0.781;0.594;0.628;2;0
352;Ramen & OJ;Joyner Lucas, Lil Baby;['boston hip hop', 'hip hop', 'pop rap', 'rap'];81;0.597;0.571;0.165;1;0
353;Cloud 9;Beach Bunny;['bubblegrunge', 'chicago indie', 'indie pop', 'pop'];81;0.637;0.929;0.902;2;0
355;Headshot (feat. Polo G & Fivio Foreign);Lil Tjay;['brooklyn drill', 'melodic rap', 'nyc rap'];81;0.808;0.639;0.395;1;0
356;Mask;Dream;['dream smp'];76;0.636;0.749;0.653;2;0
357;10 Years;Daði Freyr;['icelandic pop', 'sunnlensk tonlist'];70;0.798;0.621;0.443;1;0
358;Choker;Twenty One Pilots;['modern rock', 'rock'];72;0.7;0.664;0.585;2;0
359;a p p l y i n g . p r e s s u r e;J. Cole;['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap'];71;0.699;0.759;0.404;1;0
360;1 0 0 . m i l ‘ (with Bas);J. Cole;['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap'];72;0.711;0.647;0.227;1;0
361;p u n c h i n ‘ . t h e . c l o c k;J. Cole;['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap'];70;0.769;0.74;0.692;2;0
362;t h e . c l i m b . b a c k;J. Cole;['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap'];70;0.618;0.632;0.319;1;0
363;h u n g e r . o n . h i l l s i d e (with Bas);J. Cole;['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap'];71;0.563;0.703;0.294;1;0
364;c l o s e;J. Cole;['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap'];82;0.597;0.587;0.753;2;0
365;WITHOUT YOU (with Miley Cyrus);The Kid LAROI;['australian hip hop'];81;0.655;0.469;0.467;1;0
366;Snow Tha Product: Bzrp Music Sessions, Vol. 39;Bizarrap, Snow Tha Product;['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino'];78;0.83;0.748;0.523;2;0
367;Travesuras - Remix;Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie;['latin', 'reggaeton', 'trap latino'];81;0.739;0.788;0.473;1;0
368;Bubblegum Bitch;MARINA;['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'uk alternative pop'];73;0.495;0.856;0.609;2;0
369;Falling;Harry Styles;['pop', 'post-teen pop'];83;0.567;0.267;0.592;1;0
370;Explícito;Myke Towers;['trap latino'];81;0.828;0.83;0.422;1;0
371;No Te Enamores - Remix;Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy;['reggaeton', 'reggaeton flow', 'trap latino'];79;0.824;0.837;0.58;2;0
373;Lonely (with benny blanco);Justin Bieber;['canadian pop', 'pop', 'post-teen pop'];80;0.631;0.239;0.927;2;0
374;Cupid's Chokehold / Breakfast in America;Gym Class Heroes;['dance pop', 'pop rap'];81;0.72;0.744;0.619;2;0
375;If the World Was Ending - feat. Julia Michaels;JP Saxe;['alt z', 'canadian contemporary r&b', 'indie cafe pop', 'pop', 'pop rock', 'post-teen pop'];82;0.464;0.473;0.604;2;0
376;I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby);DJ Khaled;['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'];76;0.757;0.721;0.364;1;0
377;Body;Russ Millions, Tion Wayne;['london rap'];84;0.883;0.674;0.73;2;0
379;What You Need;Don Toliver;['rap', 'trap'];76;0.664;0.655;0.13;1;0
380;L-Gante: Bzrp Music Sessions, Vol.38;Bizarrap, L-Gante;['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino'];80;0.553;0.819;0.761;2;0
381;HOLIDAY;Lil Nas X;['lgbtq+ hip hop', 'pop rap'];83;0.81;0.511;0.837;2;0
382;At My Worst;Pink Sweat$;['bedroom soul', 'pop'];79;0.813;0.415;0.667;2;0
383;Life Is Good (feat. Drake);Future;['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'];81;0.676;0.609;0.508;1;0
384;Extasy;187 Strassenbande, Bonez MC, Frauenarzt;['german hip hop', 'hamburg hip hop'];67;0.863;0.739;0.547;2;0
385;Wishing Well;Juice WRLD;['chicago rap', 'melodic rap'];83;0.65;0.613;0.804;2;0
386;Fan de Tus Fotos;Nicky Jam, Romeo Santos;['latin', 'latin hip hop', 'reggaeton', 'trap latino'];79;0.728;0.689;0.431;1;0
387;Tapão Na Raba;Raí Saia Rodada;['forro'];80;0.808;0.796;0.799;2;0
388;Machu Picchu;Camilo, Evaluna Montaner;['colombian pop', 'reggaeton colombiano'];76;0.788;0.789;0.867;2;0
389;Come & Go (with Marshmello);Juice WRLD;['chicago rap', 'melodic rap'];83;0.625;0.814;0.535;2;0
390;Robbery;Juice WRLD;['chicago rap', 'melodic rap'];83;0.685;0.692;0.578;2;0
391;Paradigmas;Jorge & Mateus;['sertanejo', 'sertanejo universitario'];72;0.686;0.789;0.822;2;0
392;SugarCrash!;ElyOtto;['weirdcore'];80;0.748;0.734;0.368;1;0
393;durag activity (with Travis Scott);Baby Keem;['hip hop', 'rap', 'trap', 'underground hip hop'];75;0.89;0.701;0.505;1;0
394;love race (feat. Kellin Quinn);Machine Gun Kelly;['ohio hip hop', 'pop rap'];76;0.517;0.848;0.429;1;0
395;POPSTAR (feat. Drake);DJ Khaled;['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'];80;0.8;0.56;0.45;1;0
396;LET IT GO (feat. Justin Bieber & 21 Savage);DJ Khaled;['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'];75;0.877;0.444;0.658;2;0
397;Girl From Rio;Anitta;['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional'];69;0.732;0.604;0.732;2;0
399;Mr. Perfectly Fine (Taylor’s Version) (From The Vault);Taylor Swift;['pop', 'post-teen pop'];74;0.66;0.817;0.714;2;0
401;Otra Noche Sin Ti;J Balvin, Khalid;['latin', 'reggaeton', 'reggaeton colombiano'];80;0.503;0.548;0.441;1;0
402;Met Him Last Night (feat. Ariana Grande);Demi Lovato;['dance pop', 'pop', 'post-teen pop'];72;0.538;0.512;0.12;1;0
403;Back In Blood (feat. Lil Durk);Pooh Shiesty;['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap'];75;0.759;0.538;0.831;2;0
404;Run It Up (feat. Offset & Moneybagg Yo);Lil Tjay;['brooklyn drill', 'melodic rap', 'nyc rap'];81;0.88;0.575;0.671;2;0
405;Mi Niña;Wisin, Myke Towers, Los Legendarios;['latin', 'latin hip hop', 'reggaeton', 'trap latino'];79;0.823;0.821;0.791;2;0
406;As I Am (feat. Khalid);Justin Bieber;['canadian pop', 'pop', 'post-teen pop'];72;0.595;0.543;0.109;1;0
407;Come Through (feat. Chris Brown);H.E.R.;['alternative r&b', 'dance pop', 'pop', 'r&b'];74;0.615;0.422;0.185;1;0
408;Goosebumps;HVME;['rap', 'slap house'];87;0.841;0.593;0.808;2;0
409;Put Your Records On;Ritt Momney;['bedroom pop'];81;0.399;0.491;0.151;1;0
410;Facas - Ao Vivo;Diego & Victor Hugo, Bruno & Marrone;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];79;0.443;0.509;0.69;2;0
411;Train Wreck;James Arthur;['pop', 'post-teen pop', 'talent show', 'uk pop'];82;0.311;0.485;0.225;1;0
412;Monster (Shawn Mendes & Justin Bieber);Shawn Mendes;['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop'];79;0.652;0.383;0.549;1;0
413;In Your Eyes;The Weeknd;['canadian contemporary r&b', 'canadian pop', 'pop'];81;0.667;0.719;0.717;2;0
414;SAD!;XXXTENTACION;['emo rap', 'miami hip hop'];84;0.74;0.613;0.473;1;0
415;Good Without;Mimi Webb;['alt z', 'indie cafe pop', 'pop', 'uk pop'];81;0.616;0.576;0.269;1;0
416;hot girl bummer;blackbear;['electropop', 'pop', 'pop rap'];83;0.782;0.559;0.685;2;0
417;When I Was Your Man;Bruno Mars;['dance pop', 'pop', 'post-teen pop'];82;0.612;0.28;0.387;1;0
419;Stressed Out;Twenty One Pilots;['modern rock', 'rock'];83;0.734;0.637;0.648;2;0
420;Ski;Young Stoner Life, Young Thug, Gunna;['rap', 'trap'];78;0.953;0.621;0.883;2;0
421;Diamonds Dancing (feat. Travis Scott);Young Stoner Life, Young Thug, Gunna;['rap', 'trap'];69;0.851;0.703;0.596;2;0
422;Love Story (Taylor’s Version);Taylor Swift;['pop', 'post-teen pop'];73;0.627;0.792;0.415;1;0
423;Ele É Ele, Eu Sou Eu;Wesley Safadão, Os Barões Da Pisadinha;['forro'];73;0.758;0.763;0.854;2;0
424;Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo;Os Barões Da Pisadinha;['forro', 'piseiro'];80;0.593;0.932;0.913;2;0
425;willow;Taylor Swift;['pop', 'post-teen pop'];79;0.392;0.574;0.529;1;0
426;Why'd You Only Call Me When You're High?;Arctic Monkeys;['garage rock', 'permanent wave', 'rock', 'sheffield indie'];82;0.691;0.631;0.8;2;0
428;LA CANCIÓN;J Balvin, Bad Bunny;['latin', 'reggaeton', 'reggaeton colombiano'];83;0.754;0.646;0.429;1;0
429;You Belong With Me (Taylor’s Version);Taylor Swift;['pop', 'post-teen pop'];73;0.632;0.773;0.474;1;0
430;Fearless (Taylor’s Version);Taylor Swift;['pop', 'post-teen pop'];69;0.569;0.741;0.43;1;0
431;X Gon' Give It To Ya;DMX;['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap'];73;0.761;0.899;0.673;2;0
432;Fifteen (Taylor’s Version);Taylor Swift;['pop', 'post-teen pop'];66;0.559;0.646;0.289;1;0
433;The Way I Loved You (Taylor’s Version);Taylor Swift;['pop', 'post-teen pop'];72;0.402;0.732;0.472;1;0
434;You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault);Taylor Swift;['pop', 'post-teen pop'];65;0.589;0.496;0.44;1;0
435;Hey Stephen (Taylor’s Version);Taylor Swift;['pop', 'post-teen pop'];66;0.788;0.571;0.797;2;0
436;White Horse (Taylor’s Version);Taylor Swift;['pop', 'post-teen pop'];65;0.423;0.517;0.366;1;0
437;Forever & Always (Taylor’s Version);Taylor Swift;['pop', 'post-teen pop'];66;0.598;0.821;0.673;2;0
438;Breathe (feat. Colbie Caillat) (Taylor’s Version);Taylor Swift;['pop', 'post-teen pop'];64;0.506;0.626;0.321;1;0
439;Ruff Ryders' Anthem;DMX;['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap'];72;0.88;0.577;0.74;2;0
440;That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault);Taylor Swift;['pop', 'post-teen pop'];67;0.588;0.608;0.508;1;0
441;Tell Me Why (Taylor’s Version);Taylor Swift;['pop', 'post-teen pop'];63;0.578;0.909;0.541;2;0
442;You’re Not Sorry (Taylor’s Version);Taylor Swift;['pop', 'post-teen pop'];64;0.506;0.444;0.241;1;0
444;Relación - Remix;Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko;['latin', 'panamanian pop', 'reggaeton', 'trap latino'];80;0.793;0.771;0.835;2;0
446;We Were Happy (Taylor’s Version) (From The Vault);Taylor Swift;['pop', 'post-teen pop'];64;0.609;0.373;0.13;1;0
447;WACHA;KHEA, Duki;['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste'];75;0.737;0.634;0.528;1;0
450;What Other People Say;Sam Fischer, Demi Lovato;['alt z', 'australian pop', 'dance pop', 'indie cafe pop', 'pop', 'post-teen pop', 'uk pop'];77;0.652;0.472;0.24;1;0
451;Hello (feat. A Boogie Wit da Hoodie);Pop Smoke;['brooklyn drill'];82;0.905;0.647;0.367;1;0
452;Hasta Abajo;Kevin Roldan, Bryant Myers, Lyanno;['latin', 'latin hip hop', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino'];77;0.714;0.671;0.641;2;0
453;Take You Dancing;Jason Derulo;['dance pop', 'pop', 'pop rap', 'post-teen pop'];82;0.789;0.711;0.753;2;0
454;Unstable (feat. The Kid LAROI);Justin Bieber;['canadian pop', 'pop', 'post-teen pop'];74;0.495;0.333;0.37;1;0
455;Stuck with U (with Justin Bieber);Ariana Grande;['dance pop', 'pop', 'post-teen pop'];84;0.597;0.45;0.537;1;0
